ID,Name,Team,Score,Matches_Played,Goals,Assists,Yellow_Cards,Red_Cards
8464,Player 5,Team 5,4,5,4,1,0,0
8465,Player 6,Team 1,5,6,0,2,1,1
8466,Player 7,Team 2,6,7,1,0,0,0
8467,Player 8,Team 3,7,8,2,1,1,1
8468,Player 9,Team 4,8,9,3,2,0,0
8469,Player 10,Team 5,9,10,4,0,1,1
8470,Player 1,Team 1,10,1,0,1,0,0
8471,Player 2,Team 2,11,2,1,2,1,1
8472,Player 3,Team 3,12,3,2,0,0,0
8473,Player 4,Team 4,13,4,3,1,1,1
8474,Player 5,Team 5,14,5,4,2,0,0
8475,Player 6,Team 1,15,6,0,0,1,1
8476,Player 7,Team 2,16,7,1,1,0,0
8477,Player 8,Team 3,17,8,2,2,1,1
8478,Player 9,Team 4,18,9,3,0,0,0
8479,Player 10,Team 5,19,10,4,1,1,1
8480,Player 1,Team 1,0,1,0,2,0,0
8481,Player 2,Team 2,1,2,1,0,1,1
8482,Player 3,Team 3,2,3,2,1,0,0
8483,Player 4,Team 4,3,4,3,2,1,1
8484,Player 5,Team 5,4,5,4,0,0,0
8485,Player 6,Team 1,5,6,0,1,1,1
8486,Player 7,Team 2,6,7,1,2,0,0
8487,Player 8,Team 3,7,8,2,0,1,1
8488,Player 9,Team 4,8,9,3,1,0,0
8489,Player 10,Team 5,9,10,4,2,1,1
8490,Player 1,Team 1,10,1,0,0,0,0
8491,Player 2,Team 2,11,2,1,1,1,1
8492,Player 3,Team 3,12,3,2,2,0,0
8493,Player 4,Team 4,13,4,3,0,1,1
8494,Player 5,Team 5,14,5,4,1,0,0
8495,Player 6,Team 1,15,6,0,2,1,1
8496,Player 7,Team 2,16,7,1,0,0,0
8497,Player 8,Team 3,17,8,2,1,1,1
8498,Player 9,Team 4,18,9,3,2,0,0
8499,Player 10,Team 5,19,10,4,0,1,1
8500,Player 1,Team 1,0,1,0,1,0,0
8501,Player 2,Team 2,1,2,1,2,1,1
8502,Player 3,Team 3,2,3,2,0,0,0
8503,Player 4,Team 4,3,4,3,1,1,1
8504,Player 5,Team 5,4,5,4,2,0,0
8505,Player 6,Team 1,5,6,0,0,1,1
8506,Player 7,Team 2,6,7,1,1,0,0
8507,Player 8,Team 3,7,8,2,2,1,1
8508,Player 9,Team 4,8,9,3,0,0,0
8509,Player 10,Team 5,9,10,4,1,1,1
8510,Player 1,Team 1,10,1,0,2,0,0
8511,Player 2,Team 2,11,2,1,0,1,1
8512,Player 3,Team 3,12,3,2,1,0,0
8513,Player 4,Team 4,13,4,3,2,1,1
8514,Player 5,Team 5,14,5,4,0,0,0
8515,Player 6,Team 1,15,6,0,1,1,1
8516,Player 7,Team 2,16,7,1,2,0,0
8517,Player 8,Team 3,17,8,2,0,1,1
8518,Player 9,Team 4,18,9,3,1,0,0
8519,Player 10,Team 5,19,10,4,2,1,1
8520,Player 1,Team 1,0,1,0,0,0,0
8521,Player 2,Team 2,1,2,1,1,1,1
8522,Player 3,Team 3,2,3,2,2,0,0
8523,Player 4,Team 4,3,4,3,0,1,1
8524,Player 5,Team 5,4,5,4,1,0,0
8525,Player 6,Team 1,5,6,0,2,1,1
8526,Player 7,Team 2,6,7,1,0,0,0
8527,Player 8,Team 3,7,8,2,1,1,1
8528,Player 9,Team 4,8,9,3,2,0,0
8529,Player 10,Team 5,9,10,4,0,1,1
8530,Player 1,Team 1,10,1,0,1,0,0
8531,Player 2,Team 2,11,2,1,2,1,1
8532,Player 3,Team 3,12,3,2,0,0,0
8533,Player 4,Team 4,13,4,3,1,1,1
8534,Player 5,Team 5,14,5,4,2,0,0
8535,Player 6,Team 1,15,6,0,0,1,1
8536,Player 7,Team 2,16,7,1,1,0,0
8537,Player 8,Team 3,17,8,2,2,1,1
8538,Player 9,Team 4,18,9,3,0,0,0
8539,Player 10,Team 5,19,10,4,1,1,1
8540,Player 1,Team 1,0,1,0,2,0,0
8541,Player 2,Team 2,1,2,1,0,1,1
8542,Player 3,Team 3,2,3,2,1,0,0
8543,Player 4,Team 4,3,4,3,2,1,1
8544,Player 5,Team 5,4,5,4,0,0,0
8545,Player 6,Team 1,5,6,0,1,1,1
8546,Player 7,Team 2,6,7,1,2,0,0
8547,Player 8,Team 3,7,8,2,0,1,1
8548,Player 9,Team 4,8,9,3,1,0,0
8549,Player 10,Team 5,9,10,4,2,1,1
8550,Player 1,Team 1,10,1,0,0,0,0
8551,Player 2,Team 2,11,2,1,1,1,1
8552,Player 3,Team 3,12,3,2,2,0,0
8553,Player 4,Team 4,13,4,3,0,1,1
8554,Player 5,Team 5,14,5,4,1,0,0
8555,Player 6,Team 1,15,6,0,2,1,1
8556,Player 7,Team 2,16,7,1,0,0,0
8557,Player 8,Team 3,17,8,2,1,1,1
8558,Player 9,Team 4,18,9,3,2,0,0
8559,Player 10,Team 5,19,10,4,0,1,1
8560,Player 1,Team 1,0,1,0,1,0,0
8561,Player 2,Team 2,1,2,1,2,1,1
8562,Player 3,Team 3,2,3,2,0,0,0
8563,Player 4,Team 4,3,4,3,1,1,1
8564,Player 5,Team 5,4,5,4,2,0,0
8565,Player 6,Team 1,5,6,0,0,1,1
8566,Player 7,Team 2,6,7,1,1,0,0
8567,Player 8,Team 3,7,8,2,2,1,1
8568,Player 9,Team 4,8,9,3,0,0,0
8569,Player 10,Team 5,9,10,4,1,1,1
8570,Player 1,Team 1,10,1,0,2,0,0
8571,Player 2,Team 2,11,2,1,0,1,1
8572,Player 3,Team 3,12,3,2,1,0,0
8573,Player 4,Team 4,13,4,3,2,1,1
8574,Player 5,Team 5,14,5,4,0,0,0
8575,Player 6,Team 1,15,6,0,1,1,1
8576,Player 7,Team 2,16,7,1,2,0,0
8577,Player 8,Team 3,17,8,2,0,1,1
8578,Player 9,Team 4,18,9,3,1,0,0
8579,Player 10,Team 5,19,10,4,2,1,1
8580,Player 1,Team 1,0,1,0,0,0,0
8581,Player 2,Team 2,1,2,1,1,1,1
8582,Player 3,Team 3,2,3,2,2,0,0
8583,Player 4,Team 4,3,4,3,0,1,1
8584,Player 5,Team 5,4,5,4,1,0,0
8585,Player 6,Team 1,5,6,0,2,1,1
8586,Player 7,Team 2,6,7,1,0,0,0
8587,Player 8,Team 3,7,8,2,1,1,1
8588,Player 9,Team 4,8,9,3,2,0,0
8589,Player 10,Team 5,9,10,4,0,1,1
8590,Player 1,Team 1,10,1,0,1,0,0
8591,Player 2,Team 2,11,2,1,2,1,1
8592,Player 3,Team 3,12,3,2,0,0,0
8593,Player 4,Team 4,13,4,3,1,1,1
8594,Player 5,Team 5,14,5,4,2,0,0
8595,Player 6,Team 1,15,6,0,0,1,1
8596,Player 7,Team 2,16,7,1,1,0,0
8597,Player 8,Team 3,17,8,2,2,1,1
8598,Player 9,Team 4,18,9,3,0,0,0
8599,Player 10,Team 5,19,10,4,1,1,1
8600,Player 1,Team 1,0,1,0,2,0,0
8601,Player 2,Team 2,1,2,1,0,1,1
8602,Player 3,Team 3,2,3,2,1,0,0
8603,Player 4,Team 4,3,4,3,2,1,1
8604,Player 5,Team 5,4,5,4,0,0,0
8605,Player 6,Team 1,5,6,0,1,1,1
8606,Player 7,Team 2,6,7,1,2,0,0
8607,Player 8,Team 3,7,8,2,0,1,1
8608,Player 9,Team 4,8,9,3,1,0,0
8609,Player 10,Team 5,9,10,4,2,1,1
8610,Player 1,Team 1,10,1,0,0,0,0
8611,Player 2,Team 2,11,2,1,1,1,1
8612,Player 3,Team 3,12,3,2,2,0,0
8613,Player 4,Team 4,13,4,3,0,1,1
8614,Player 5,Team 5,14,5,4,1,0,0
8615,Player 6,Team 1,15,6,0,2,1,1
8616,Player 7,Team 2,16,7,1,0,0,0
8617,Player 8,Team 3,17,8,2,1,1,1
8618,Player 9,Team 4,18,9,3,2,0,0
8619,Player 10,Team 5,19,10,4,0,1,1
8620,Player 1,Team 1,0,1,0,1,0,0
8621,Player 2,Team 2,1,2,1,2,1,1
8622,Player 3,Team 3,2,3,2,0,0,0
8623,Player 4,Team 4,3,4,3,1,1,1
8624,Player 5,Team 5,4,5,4,2,0,0
8625,Player 6,Team 1,5,6,0,0,1,1
8626,Player 7,Team 2,6,7,1,1,0,0
8627,Player 8,Team 3,7,8,2,2,1,1
8628,Player 9,Team 4,8,9,3,0,0,0
8629,Player 10,Team 5,9,10,4,1,1,1
8630,Player 1,Team 1,10,1,0,2,0,0
8631,Player 2,Team 2,11,2,1,0,1,1
8632,Player 3,Team 3,12,3,2,1,0,0
8633,Player 4,Team 4,13,4,3,2,1,1
8634,Player 5,Team 5,14,5,4,0,0,0
8635,Player 6,Team 1,15,6,0,1,1,1
8636,Player 7,Team 2,16,7,1,2,0,0
8637,Player 8,Team 3,17,8,2,0,1,1
8638,Player 9,Team 4,18,9,3,1,0,0
8639,Player 10,Team 5,19,10,4,2,1,1
8640,Player 1,Team 1,0,1,0,0,0,0
8641,Player 2,Team 2,1,2,1,1,1,1
8642,Player 3,Team 3,2,3,2,2,0,0
8643,Player 4,Team 4,3,4,3,0,1,1
8644,Player 5,Team 5,4,5,4,1,0,0
8645,Player 6,Team 1,5,6,0,2,1,1
8646,Player 7,Team 2,6,7,1,0,0,0
8647,Player 8,Team 3,7,8,2,1,1,1
8648,Player 9,Team 4,8,9,3,2,0,0
8649,Player 10,Team 5,9,10,4,0,1,1
8650,Player 1,Team 1,10,1,0,1,0,0
8651,Player 2,Team 2,11,2,1,2,1,1
8652,Player 3,Team 3,12,3,2,0,0,0
8653,Player 4,Team 4,13,4,3,1,1,1
8654,Player 5,Team 5,14,5,4,2,0,0
8655,Player 6,Team 1,15,6,0,0,1,1
8656,Player 7,Team 2,16,7,1,1,0,0
8657,Player 8,Team 3,17,8,2,2,1,1
8658,Player 9,Team 4,18,9,3,0,0,0
8659,Player 10,Team 5,19,10,4,1,1,1
8660,Player 1,Team 1,0,1,0,2,0,0
8661,Player 2,Team 2,1,2,1,0,1,1
8662,Player 3,Team 3,2,3,2,1,0,0
8663,Player 4,Team 4,3,4,3,2,1,1
8664,Player 5,Team 5,4,5,4,0,0,0
8665,Player 6,Team 1,5,6,0,1,1,1
8666,Player 7,Team 2,6,7,1,2,0,0
8667,Player 8,Team 3,7,8,2,0,1,1
8668,Player 9,Team 4,8,9,3,1,0,0
8669,Player 10,Team 5,9,10,4,2,1,1
8670,Player 1,Team 1,10,1,0,0,0,0
8671,Player 2,Team 2,11,2,1,1,1,1
8672,Player 3,Team 3,12,3,2,2,0,0
8673,Player 4,Team 4,13,4,3,0,1,1
8674,Player 5,Team 5,14,5,4,1,0,0
8675,Player 6,Team 1,15,6,0,2,1,1
8676,Player 7,Team 2,16,7,1,0,0,0
8677,Player 8,Team 3,17,8,2,1,1,1
8678,Player 9,Team 4,18,9,3,2,0,0
8679,Player 10,Team 5,19,10,4,0,1,1
8680,Player 1,Team 1,0,1,0,1,0,0
8681,Player 2,Team 2,1,2,1,2,1,1
8682,Player 3,Team 3,2,3,2,0,0,0
8683,Player 4,Team 4,3,4,3,1,1,1
8684,Player 5,Team 5,4,5,4,2,0,0
8685,Player 6,Team 1,5,6,0,0,1,1
8686,Player 7,Team 2,6,7,1,1,0,0
8687,Player 8,Team 3,7,8,2,2,1,1
8688,Player 9,Team 4,8,9,3,0,0,0
8689,Player 10,Team 5,9,10,4,1,1,1
8690,Player 1,Team 1,10,1,0,2,0,0
8691,Player 2,Team 2,11,2,1,0,1,1
8692,Player 3,Team 3,12,3,2,1,0,0
8693,Player 4,Team 4,13,4,3,2,1,1
8694,Player 5,Team 5,14,5,4,0,0,0
8695,Player 6,Team 1,15,6,0,1,1,1
8696,Player 7,Team 2,16,7,1,2,0,0
8697,Player 8,Team 3,17,8,2,0,1,1
8698,Player 9,Team 4,18,9,3,1,0,0
8699,Player 10,Team 5,19,10,4,2,1,1
8700,Player 1,Team 1,0,1,0,0,0,0
8701,Player 2,Team 2,1,2,1,1,1,1
8702,Player 3,Team 3,2,3,2,2,0,0
8703,Player 4,Team 4,3,4,3,0,1,1
8704,Player 5,Team 5,4,5,4,1,0,0
8705,Player 6,Team 1,5,6,0,2,1,1
8706,Player 7,Team 2,6,7,1,0,0,0
8707,Player 8,Team 3,7,8,2,1,1,1
8708,Player 9,Team 4,8,9,3,2,0,0
8709,Player 10,Team 5,9,10,4,0,1,1
8710,Player 1,Team 1,10,1,0,1,0,0
8711,Player 2,Team 2,11,2,1,2,1,1
8712,Player 3,Team 3,12,3,2,0,0,0
8713,Player 4,Team 4,13,4,3,1,1,1
8714,Player 5,Team 5,14,5,4,2,0,0
8715,Player 6,Team 1,15,6,0,0,1,1
8716,Player 7,Team 2,16,7,1,1,0,0
8717,Player 8,Team 3,17,8,2,2,1,1
8718,Player 9,Team 4,18,9,3,0,0,0
8719,Player 10,Team 5,19,10,4,1,1,1
8720,Player 1,Team 1,0,1,0,2,0,0
8721,Player 2,Team 2,1,2,1,0,1,1
8722,Player 3,Team 3,2,3,2,1,0,0
8723,Player 4,Team 4,3,4,3,2,1,1
8724,Player 5,Team 5,4,5,4,0,0,0
8725,Player 6,Team 1,5,6,0,1,1,1
8726,Player 7,Team 2,6,7,1,2,0,0
8727,Player 8,Team 3,7,8,2,0,1,1
8728,Player 9,Team 4,8,9,3,1,0,0
8729,Player 10,Team 5,9,10,4,2,1,1
8730,Player 1,Team 1,10,1,0,0,0,0
8731,Player 2,Team 2,11,2,1,1,1,1
8732,Player 3,Team 3,12,3,2,2,0,0
8733,Player 4,Team 4,13,4,3,0,1,1
8734,Player 5,Team 5,14,5,4,1,0,0
8735,Player 6,Team 1,15,6,0,2,1,1
8736,Player 7,Team 2,16,7,1,0,0,0
8737,Player 8,Team 3,17,8,2,1,1,1
8738,Player 9,Team 4,18,9,3,2,0,0
8739,Player 10,Team 5,19,10,4,0,1,1
8740,Player 1,Team 1,0,1,0,1,0,0
8741,Player 2,Team 2,1,2,1,2,1,1
8742,Player 3,Team 3,2,3,2,0,0,0
8743,Player 4,Team 4,3,4,3,1,1,1
8744,Player 5,Team 5,4,5,4,2,0,0
8745,Player 6,Team 1,5,6,0,0,1,1
8746,Player 7,Team 2,6,7,1,1,0,0
8747,Player 8,Team 3,7,8,2,2,1,1
8748,Player 9,Team 4,8,9,3,0,0,0
8749,Player 10,Team 5,9,10,4,1,1,1
8750,Player 1,Team 1,10,1,0,2,0,0
8751,Player 2,Team 2,11,2,1,0,1,1
8752,Player 3,Team 3,12,3,2,1,0,0
8753,Player 4,Team 4,13,4,3,2,1,1
8754,Player 5,Team 5,14,5,4,0,0,0
8755,Player 6,Team 1,15,6,0,1,1,1
8756,Player 7,Team 2,16,7,1,2,0,0
8757,Player 8,Team 3,17,8,2,0,1,1
8758,Player 9,Team 4,18,9,3,1,0,0
8759,Player 10,Team 5,19,10,4,2,1,1
8760,Player 1,Team 1,0,1,0,0,0,0
8761,Player 2,Team 2,1,2,1,1,1,1
8762,Player 3,Team 3,2,3,2,2,0,0
8763,Player 4,Team 4,3,4,3,0,1,1
8764,Player 5,Team 5,4,5,4,1,0,0
8765,Player 6,Team 1,5,6,0,2,1,1
8766,Player 7,Team 2,6,7,1,0,0,0
8767,Player 8,Team 3,7,8,2,1,1,1
8768,Player 9,Team 4,8,9,3,2,0,0
8769,Player 10,Team 5,9,10,4,0,1,1
8770,Player 1,Team 1,10,1,0,1,0,0
8771,Player 2,Team 2,11,2,1,2,1,1
8772,Player 3,Team 3,12,3,2,0,0,0
8773,Player 4,Team 4,13,4,3,1,1,1
8774,Player 5,Team 5,14,5,4,2,0,0
8775,Player 6,Team 1,15,6,0,0,1,1
8776,Player 7,Team 2,16,7,1,1,0,0
8777,Player 8,Team 3,17,8,2,2,1,1
8778,Player 9,Team 4,18,9,3,0,0,0
8779,Player 10,Team 5,19,10,4,1,1,1
8780,Player 1,Team 1,0,1,0,2,0,0
8781,Player 2,Team 2,1,2,1,0,1,1
8782,Player 3,Team 3,2,3,2,1,0,0
8783,Player 4,Team 4,3,4,3,2,1,1
8784,Player 5,Team 5,4,5,4,0,0,0
8785,Player 6,Team 1,5,6,0,1,1,1
8786,Player 7,Team 2,6,7,1,2,0,0
8787,Player 8,Team 3,7,8,2,0,1,1
8788,Player 9,Team 4,8,9,3,1,0,0
8789,Player 10,Team 5,9,10,4,2,1,1
8790,Player 1,Team 1,10,1,0,0,0,0
8791,Player 2,Team 2,11,2,1,1,1,1
8792,Player 3,Team 3,12,3,2,2,0,0
8793,Player 4,Team 4,13,4,3,0,1,1
8794,Player 5,Team 5,14,5,4,1,0,0
8795,Player 6,Team 1,15,6,0,2,1,1
8796,Player 7,Team 2,16,7,1,0,0,0
8797,Player 8,Team 3,17,8,2,1,1,1
8798,Player 9,Team 4,18,9,3,2,0,0
8799,Player 10,Team 5,19,10,4,0,1,1
8800,Player 1,Team 1,0,1,0,1,0,0
8801,Player 2,Team 2,1,2,1,2,1,1
8802,Player 3,Team 3,2,3,2,0,0,0
8803,Player 4,Team 4,3,4,3,1,1,1
8804,Player 5,Team 5,4,5,4,2,0,0
8805,Player 6,Team 1,5,6,0,0,1,1
8806,Player 7,Team 2,6,7,1,1,0,0
8807,Player 8,Team 3,7,8,2,2,1,1
8808,Player 9,Team 4,8,9,3,0,0,0
8809,Player 10,Team 5,9,10,4,1,1,1
8810,Player 1,Team 1,10,1,0,2,0,0
8811,Player 2,Team 2,11,2,1,0,1,1
8812,Player 3,Team 3,12,3,2,1,0,0
8813,Player 4,Team 4,13,4,3,2,1,1
8814,Player 5,Team 5,14,5,4,0,0,0
8815,Player 6,Team 1,15,6,0,1,1,1
8816,Player 7,Team 2,16,7,1,2,0,0
8817,Player 8,Team 3,17,8,2,0,1,1
8818,Player 9,Team 4,18,9,3,1,0,0
8819,Player 10,Team 5,19,10,4,2,1,1
8820,Player 1,Team 1,0,1,0,0,0,0
8821,Player 2,Team 2,1,2,1,1,1,1
8822,Player 3,Team 3,2,3,2,2,0,0
8823,Player 4,Team 4,3,4,3,0,1,1
8824,Player 5,Team 5,4,5,4,1,0,0
8825,Player 6,Team 1,5,6,0,2,1,1
8826,Player 7,Team 2,6,7,1,0,0,0
8827,Player 8,Team 3,7,8,2,1,1,1
8828,Player 9,Team 4,8,9,3,2,0,0
8829,Player 10,Team 5,9,10,4,0,1,1
8830,Player 1,Team 1,10,1,0,1,0,0
8831,Player 2,Team 2,11,2,1,2,1,1
8832,Player 3,Team 3,12,3,2,0,0,0
8833,Player 4,Team 4,13,4,3,1,1,1
8834,Player 5,Team 5,14,5,4,2,0,0
8835,Player 6,Team 1,15,6,0,0,1,1
8836,Player 7,Team 2,16,7,1,1,0,0
8837,Player 8,Team 3,17,8,2,2,1,1
8838,Player 9,Team 4,18,9,3,0,0,0
8839,Player 10,Team 5,19,10,4,1,1,1
8840,Player 1,Team 1,0,1,0,2,0,0
8841,Player 2,Team 2,1,2,1,0,1,1
8842,Player 3,Team 3,2,3,2,1,0,0
8843,Player 4,Team 4,3,4,3,2,1,1
8844,Player 5,Team 5,4,5,4,0,0,0
8845,Player 6,Team 1,5,6,0,1,1,1
8846,Player 7,Team 2,6,7,1,2,0,0
8847,Player 8,Team 3,7,8,2,0,1,1
8848,Player 9,Team 4,8,9,3,1,0,0
8849,Player 10,Team 5,9,10,4,2,1,1
8850,Player 1,Team 1,10,1,0,0,0,0
8851,Player 2,Team 2,11,2,1,1,1,1
8852,Player 3,Team 3,12,3,2,2,0,0
8853,Player 4,Team 4,13,4,3,0,1,1
8854,Player 5,Team 5,14,5,4,1,0,0
8855,Player 6,Team 1,15,6,0,2,1,1
8856,Player 7,Team 2,16,7,1,0,0,0
8857,Player 8,Team 3,17,8,2,1,1,1
8858,Player 9,Team 4,18,9,3,2,0,0
8859,Player 10,Team 5,19,10,4,0,1,1
8860,Player 1,Team 1,0,1,0,1,0,0
8861,Player 2,Team 2,1,2,1,2,1,1
8862,Player 3,Team 3,2,3,2,0,0,0
8863,Player 4,Team 4,3,4,3,1,1,1
8864,Player 5,Team 5,4,5,4,2,0,0
8865,Player 6,Team 1,5,6,0,0,1,1
8866,Player 7,Team 2,6,7,1,1,0,0
8867,Player 8,Team 3,7,8,2,2,1,1
8868,Player 9,Team 4,8,9,3,0,0,0
8869,Player 10,Team 5,9,10,4,1,1,1
8870,Player 1,Team 1,10,1,0,2,0,0
8871,Player 2,Team 2,11,2,1,0,1,1
8872,Player 3,Team 3,12,3,2,1,0,0
8873,Player 4,Team 4,13,4,3,2,1,1
8874,Player 5,Team 5,14,5,4,0,0,0
8875,Player 6,Team 1,15,6,0,1,1,1
8876,Player 7,Team 2,16,7,1,2,0,0
8877,Player 8,Team 3,17,8,2,0,1,1
8878,Player 9,Team 4,18,9,3,1,0,0
8879,Player 10,Team 5,19,10,4,2,1,1
8880,Player 1,Team 1,0,1,0,0,0,0
8881,Player 2,Team 2,1,2,1,1,1,1
8882,Player 3,Team 3,2,3,2,2,0,0
8883,Player 4,Team 4,3,4,3,0,1,1
8884,Player 5,Team 5,4,5,4,1,0,0
8885,Player 6,Team 1,5,6,0,2,1,1
8886,Player 7,Team 2,6,7,1,0,0,0
8887,Player 8,Team 3,7,8,2,1,1,1
8888,Player 9,Team 4,8,9,3,2,0,0
8889,Player 10,Team 5,9,10,4,0,1,1
8890,Player 1,Team 1,10,1,0,1,0,0
8891,Player 2,Team 2,11,2,1,2,1,1
8892,Player 3,Team 3,12,3,2,0,0,0
8893,Player 4,Team 4,13,4,3,1,1,1
8894,Player 5,Team 5,14,5,4,2,0,0
8895,Player 6,Team 1,15,6,0,0,1,1
8896,Player 7,Team 2,16,7,1,1,0,0
8897,Player 8,Team 3,17,8,2,2,1,1
8898,Player 9,Team 4,18,9,3,0,0,0
8899,Player 10,Team 5,19,10,4,1,1,1
8900,Player 1,Team 1,0,1,0,2,0,0
8901,Player 2,Team 2,1,2,1,0,1,1
8902,Player 3,Team 3,2,3,2,1,0,0
8903,Player 4,Team 4,3,4,3,2,1,1
8904,Player 5,Team 5,4,5,4,0,0,0
8905,Player 6,Team 1,5,6,0,1,1,1
8906,Player 7,Team 2,6,7,1,2,0,0
8907,Player 8,Team 3,7,8,2,0,1,1
8908,Player 9,Team 4,8,9,3,1,0,0
8909,Player 10,Team 5,9,10,4,2,1,1
8910,Player 1,Team 1,10,1,0,0,0,0
8911,Player 2,Team 2,11,2,1,1,1,1
8912,Player 3,Team 3,12,3,2,2,0,0
8913,Player 4,Team 4,13,4,3,0,1,1
8914,Player 5,Team 5,14,5,4,1,0,0
8915,Player 6,Team 1,15,6,0,2,1,1
8916,Player 7,Team 2,16,7,1,0,0,0
8917,Player 8,Team 3,17,8,2,1,1,1
8918,Player 9,Team 4,18,9,3,2,0,0
8919,Player 10,Team 5,19,10,4,0,1,1
8920,Player 1,Team 1,0,1,0,1,0,0
8921,Player 2,Team 2,1,2,1,2,1,1
8922,Player 3,Team 3,2,3,2,0,0,0
8923,Player 4,Team 4,3,4,3,1,1,1
8924,Player 5,Team 5,4,5,4,2,0,0
8925,Player 6,Team 1,5,6,0,0,1,1
8926,Player 7,Team 2,6,7,1,1,0,0
8927,Player 8,Team 3,7,8,2,2,1,1
8928,Player 9,Team 4,8,9,3,0,0,0
8929,Player 10,Team 5,9,10,4,1,1,1
8930,Player 1,Team 1,10,1,0,2,0,0
8931,Player 2,Team 2,11,2,1,0,1,1
8932,Player 3,Team 3,12,3,2,1,0,0
8933,Player 4,Team 4,13,4,3,2,1,1
8934,Player 5,Team 5,14,5,4,0,0,0
8935,Player 6,Team 1,15,6,0,1,1,1
8936,Player 7,Team 2,16,7,1,2,0,0
8937,Player 8,Team 3,17,8,2,0,1,1
8938,Player 9,Team 4,18,9,3,1,0,0
8939,Player 10,Team 5,19,10,4,2,1,1
8940,Player 1,Team 1,0,1,0,0,0,0
8941,Player 2,Team 2,1,2,1,1,1,1
8942,Player 3,Team 3,2,3,2,2,0,0
8943,Player 4,Team 4,3,4,3,0,1,1
8944,Player 5,Team 5,4,5,4,1,0,0
8945,Player 6,Team 1,5,6,0,2,1,1
8946,Player 7,Team 2,6,7,1,0,0,0
8947,Player 8,Team 3,7,8,2,1,1,1
8948,Player 9,Team 4,8,9,3,2,0,0
8949,Player 10,Team 5,9,10,4,0,1,1
8950,Player 1,Team 1,10,1,0,1,0,0
8951,Player 2,Team 2,11,2,1,2,1,1
8952,Player 3,Team 3,12,3,2,0,0,0
8953,Player 4,Team 4,13,4,3,1,1,1
8954,Player 5,Team 5,14,5,4,2,0,0
8955,Player 6,Team 1,15,6,0,0,1,1
8956,Player 7,Team 2,16,7,1,1,0,0
8957,Player 8,Team 3,17,8,2,2,1,1
8958,Player 9,Team 4,18,9,3,0,0,0
8959,Player 10,Team 5,19,10,4,1,1,1
8960,Player 1,Team 1,0,1,0,2,0,0
8961,Player 2,Team 2,1,2,1,0,1,1
8962,Player 3,Team 3,2,3,2,1,0,0
8963,Player 4,Team 4,3,4,3,2,1,1
8964,Player 5,Team 5,4,5,4,0,0,0
8965,Player 6,Team 1,5,6,0,1,1,1
8966,Player 7,Team 2,6,7,1,2,0,0
8967,Player 8,Team 3,7,8,2,0,1,1
8968,Player 9,Team 4,8,9,3,1,0,0
8969,Player 10,Team 5,9,10,4,2,1,1
8970,Player 1,Team 1,10,1,0,0,0,0
8971,Player 2,Team 2,11,2,1,1,1,1
8972,Player 3,Team 3,12,3,2,2,0,0
8973,Player 4,Team 4,13,4,3,0,1,1
8974,Player 5,Team 5,14,5,4,1,0,0
8975,Player 6,Team 1,15,6,0,2,1,1
8976,Player 7,Team 2,16,7,1,0,0,0
8977,Player 8,Team 3,17,8,2,1,1,1
8978,Player 9,Team 4,18,9,3,2,0,0
8979,Player 10,Team 5,19,10,4,0,1,1
8980,Player 1,Team 1,0,1,0,1,0,0
8981,Player 2,Team 2,1,2,1,2,1,1
8982,Player 3,Team 3,2,3,2,0,0,0
8983,Player 4,Team 4,3,4,3,1,1,1
8984,Player 5,Team 5,4,5,4,2,0,0
8985,Player 6,Team 1,5,6,0,0,1,1
8986,Player 7,Team 2,6,7,1,1,0,0
8987,Player 8,Team 3,7,8,2,2,1,1
8988,Player 9,Team 4,8,9,3,0,0,0
8989,Player 10,Team 5,9,10,4,1,1,1
8990,Player 1,Team 1,10,1,0,2,0,0
8991,Player 2,Team 2,11,2,1,0,1,1
8992,Player 3,Team 3,12,3,2,1,0,0
8993,Player 4,Team 4,13,4,3,2,1,1
8994,Player 5,Team 5,14,5,4,0,0,0
8995,Player 6,Team 1,15,6,0,1,1,1
8996,Player 7,Team 2,16,7,1,2,0,0
8997,Player 8,Team 3,17,8,2,0,1,1
8998,Player 9,Team 4,18,9,3,1,0,0
8999,Player 10,Team 5,19,10,4,2,1,1
9000,Player 1,Team 1,0,1,0,0,0,0
9001,Player 2,Team 2,1,2,1,1,1,1
9002,Player 3,Team 3,2,3,2,2,0,0
9003,Player 4,Team 4,3,4,3,0,1,1
9004,Player 5,Team 5,4,5,4,1,0,0
9005,Player 6,Team 1,5,6,0,2,1,1
9006,Player 7,Team 2,6,7,1,0,0,0
9007,Player 8,Team 3,7,8,2,1,1,1
9008,Player 9,Team 4,8,9,3,2,0,0
9009,Player 10,Team 5,9,10,4,0,1,1
9010,Player 1,Team 1,10,1,0,1,0,0
9011,Player 2,Team 2,11,2,1,2,1,1
9012,Player 3,Team 3,12,3,2,0,0,0
9013,Player 4,Team 4,13,4,3,1,1,1
9014,Player 5,Team 5,14,5,4,2,0,0
9015,Player 6,Team 1,15,6,0,0,1,1
9016,Player 7,Team 2,16,7,1,1,0,0
9017,Player 8,Team 3,17,8,2,2,1,1
9018,Player 9,Team 4,18,9,3,0,0,0
9019,Player 10,Team 5,19,10,4,1,1,1
9020,Player 1,Team 1,0,1,0,2,0,0
9021,Player 2,Team 2,1,2,1,0,1,1
